天数,销量
2019-11-01,1
2019-11-02,0
2019-11-03,1
2019-11-04,0
2019-11-05,0
2019-11-06,0
2019-11-07,1
2019-11-08,0
2019-11-09,0
2019-11-10,1
2019-11-11,0
2019-11-12,2
2019-11-13,1
2019-11-14,2
2019-11-15,0
2019-11-16,2
2019-11-17,1
2019-11-18,0
2019-11-19,1
2019-11-20,1
2019-11-21,0
2019-11-22,0
2019-11-23,0
2019-11-24,0
2019-11-25,1
2019-11-26,3
2019-11-27,0
2019-11-28,1
2019-11-29,1
2019-11-30,0
2019-12-01,0
2019-12-02,0
2019-12-03,0
2019-12-04,0
2019-12-05,0
2019-12-06,0
2019-12-07,0
2019-12-08,0
2019-12-09,0
2019-12-10,0
2019-12-11,0
2019-12-12,1
2019-12-13,0
2019-12-14,0
2019-12-15,0
2019-12-16,1
