天数,销量
2020-10-19,1
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,0
2020-10-31,78
2020-11-01,56
2020-11-02,18
2020-11-03,24
2020-11-04,4
2020-11-05,5
2020-11-06,4
2020-11-07,3
2020-11-08,1
2020-11-09,0
2020-11-10,134
2020-11-11,82
2020-11-12,4
2020-11-13,2
2020-11-14,2
2020-11-15,2
2020-11-16,4
2020-11-17,2
2020-11-18,1
2020-11-19,5
2020-11-20,1
2020-11-21,3
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,1
